date,data,url,,
2015-09-21,L&T Finance sells 5.27% to Bain Capital for ₹708 crore,http://www.thehindubusinessline.com/money-and-banking/lt-finance-sells-527-to-bain-capital-for-708-crore/article7674786.ece,,
2012-03-27,L&T Finance Holdings in shopping mode,http://www.thehindubusinessline.com/money-and-banking/lt-finance-holdings-in-shopping-mode/article3251612.ece,,
2013-07-31,Shareholding norms: L&T Finance Holdings explores various options,http://www.thehindubusinessline.com/companies/shareholding-norms-lt-finance-holdings-explores-various-options/article4974539.ece,,
2012-06-03,"L&T Finance Holdings: NBFC today, bank tomorrow ",http://www.thehindubusinessline.com/money-and-banking/lt-finance-holdings-nbfc-today-bank-tomorrow/article3486982.ece,,
2013-10-23,L&T Finance Holdings Q2 net up 8%,http://www.thehindubusinessline.com/money-and-banking/lt-finance-holdings-q2-net-up-8/article5264721.ece,,
2014-05-13,Important hurdle ahead for Tech Mahindra,http://www.thehindubusinessline.com/markets/important-hurdle-ahead-for-tech-mahindra/article6005921.ece,,
2014-03-21,What to watch: F&O ban to keep L&T Finance Holdings active,http://www.thehindubusinessline.com/markets/stock-markets/what-to-watch-fo-ban-to-keep-lt-finance-holdings-active/article5815573.ece,,
2015-01-21,L&T Finance Holdings Q3 net up 66%,http://www.thehindubusinessline.com/money-and-banking/lt-finance-holdings-q3-net-up-66/article6808549.ece,,
2014-06-06,SEBI widens probe in L&T Finance insider trading case,http://www.thehindubusinessline.com/markets/sebi-widens-probe-in-lt-finance-insider-trading-case/article6089406.ece,,
2011-08-12,L&T Finance Holdings debuts at discount ,http://www.thehindubusinessline.com/markets/stock-markets/lt-finance-holdings-debuts-at-discount/article2349954.ece,,
2015-01-22,L&T Finance gains 4% on healthy earnings,http://www.thehindubusinessline.com/markets/lt-finance-gains-4-on-healthy-earnings/article6811246.ece,,
2014-03-10,L&T Finance Holdings (₹80.5): Buy,http://www.thehindubusinessline.com/markets/todays-pick/lt-finance-holdings-805-buy/article5770808.ece,,
2013-11-21,Mahindra EPC to set up 200 MW solar capacity in Tamil Nadu,http://www.thehindubusinessline.com/companies/mahindra-epc-to-set-up-200-mw-solar-capacity-in-tamil-nadu/article5376388.ece,,
2016-01-24,"Airbus Helicopters, Mahindra Defence sign statement of intent for joint venture",http://www.thehindubusinessline.com/companies/airbus-helicopters-mahindra-defence-sign-statement-of-intent-for-joint-venture/article8148191.ece,,
2014-06-15,A break for Mahindra Holidays,http://premium.thehindubusinessline.com/portfolio/technically/a-break-for-mahindra-holidays/article6116950.ece,,
2011-02-17,Mahindra Navistar to enter bus market by next fiscal ,http://www.thehindubusinessline.com/companies/mahindra-navistar-to-enter-bus-market-by-next-fiscal/article1465451.ece,,
2012-09-19,Mahindra Retail expects to cross Rs 200 cr turnover this fiscal,http://www.thehindubusinessline.com/companies/mahindra-retail-expects-to-cross-rs-200-cr-turnover-this-fiscal/article3914629.ece,,
2016-01-25,Member addition remains strong: Mahindra Holidays MD,http://www.thehindubusinessline.com/companies/member-addition-remains-strong-mahindra-holidays-md/article8152171.ece,,
2016-01-23,Mahindra Comviva picks up majority stake in ATS ,http://www.thehindubusinessline.com/companies/mahindra-comviva-picks-up-majority-stake-in-ats/article8144571.ece,,
2013-06-11,Kotak Mahindra Pension Fund appoints new CEO,http://www.thehindubusinessline.com/markets/kotak-mahindra-pension-fund-appoints-new-ceo/article4803766.ece,,
2011-04-27,Mahindra Retail takes baby steps in natal care,http://www.thehindubusinessline.com/companies/mahindra-retail-takes-baby-steps-in-natal-care/article1773953.ece,,
2013-01-08,Kotak Mahindra serves possession notice on Deccan Chronicle press ,http://www.thehindubusinessline.com/money-and-banking/kotak-mahindra-serves-possession-notice-on-deccan-chronicle-press/article4287433.ece,,
2011-12-26,"Mahindra Satyam freshers on anxious mode, still",http://www.thehindubusinessline.com/info-tech/mahindra-satyam-freshers-on-anxious-mode-still/article2749959.ece,,
2011-04-15,Tax row: Apex court tells Mahindra Satyam to give Rs 617 cr BG,http://www.thehindubusinessline.com/info-tech/tax-row-apex-court-tells-mahindra-satyam-to-give-rs-617-cr-bg/article1698983.ece,,
2013-03-04,Mahindra launches new Maxximo model,http://www.thehindubusinessline.com/companies/mahindra-launches-new-maxximo-model/article4475509.ece,,
2012-10-05,Mahindra to open skills training school in Srinagar ,http://www.thehindubusinessline.com/news/national/mahindra-to-open-skills-training-school-in-srinagar/article3968752.ece,,
2012-06-11,Anand Mahindra to get USIBC leadership award ,http://www.thehindubusinessline.com/companies/anand-mahindra-to-get-usibc-leadership-award/article3514414.ece,,
2015-03-12,Mahindra Lifespace launches affordable housing project at Boisar,http://www.thehindubusinessline.com/news/real-estate/mahindra-lifespace-launches-affordable-housing-project-at-boisar/article6986455.ece,,
2014-10-15,Mahindra-Cherokee deal off,http://www.thehindubusinessline.com/opinion/mahindracherokee-deal-off/article6503516.ece,,
2014-01-11,"Sizzling Stocks: M&M Financial Services, Cadila Healthcare",http://premium.thehindubusinessline.com/portfolio/firm-calls/sizzling-stocks-mm-financial-services-cadila-healthcare/article5566835.ece,,
2012-10-17, Rise and rise of Brand Mahindra,http://www.thehindubusinessline.com/companies/rise-and-rise-of-brand-mahindra/article4006362.ece,,
2016-03-21,Mahindra arm looks to engine outsourcing for growing biz,http://www.thehindubusinessline.com/companies/mahindra-arm-looks-to-engine-outsourcing-for-growing-biz/article8381445.ece,,
2012-09-20,Mahindra Satyam launches information management system for retail ,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-launches-information-management-system-for-retail/article3917714.ece,,
2017-09-19,M&M unveils driverless concept for tractors,http://www.thehindubusinessline.com/companies/mahindra-mahindra-unveils-driverless-tractor/article9864896.ece,,
2014-04-30,"Treasury losses, bad loans pull down Kotak Mahindra Bank Q4 net",http://www.thehindubusinessline.com/companies/treasury-losses-bad-loans-pull-down-kotak-mahindra-bank-q4-net/article5962666.ece,,
2014-10-02,Mahindra Holidays to invest Rs 500 cr for expansion,http://www.thehindubusinessline.com/companies/mahindra-holidays-to-invest-rs-500cr-to-add-500-rooms-this-fiscal/article6468339.ece,,
2011-04-06," Interest rates, commodity prices may upset automobile growth, says Anand Mahindra",http://www.thehindubusinessline.com/companies/interest-rates-commodity-prices-may-upset-automobile-growth-says-anand-mahindra/article1605627.ece,,
2013-10-16,Anand Mahindra elected as Chairperson of PHFI,http://www.thehindubusinessline.com/news/anand-mahindra-elected-as-chairperson-of-phfi/article5240254.ece,,
2014-11-20,Tech Mahindra to buy US-based network services operator for $240 mn,http://www.thehindubusinessline.com/info-tech/tech-mahindra-to-buy-usbased-network-services-operator-for-240-mn/article6618243.ece,,
2014-01-24,Residential projects build Mahindra Lifespaces profit ,http://www.thehindubusinessline.com/companies/residential-projects-build-mahindra-lifespaces-profit/article5614896.ece,,
2012-02-20,Mahindra Satyam to set up service centre for FuelQuest ,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-to-set-up-service-centre-for-fuelquest/article2913142.ece,,
2011-09-30,Mahindra Satyam deploys cloud based IT solution ,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-deploys-cloud-based-it-solution/article2500008.ece,,
2016-07-06,Mahindra rejigs two-wheeler biz, 250 employees get VRS,http://www.thehindubusinessline.com/companies/mahindra-rejigs-twowheeler-biz-250-employees-get-vrs/article8816298.ece,
2016-06-25,"Brexit an exaggerated Tsunami alert, says Anand Mahindra ",http://www.thehindubusinessline.com/companies/brexit-an-exaggerated-tsunami-alert-says-anand-mahindra/article8773056.ece,,
2014-09-19,Tech Mahindra aims to clock $5 b revenues by FY’17,http://www.thehindubusinessline.com/info-tech/tech-mahindra-aims-to-clock-5-b-revenues-by-fy17/article6426970.ece,,
2011-04-19,Mahindra & Mahindra launches new tractor,http://www.thehindubusinessline.com/companies/mahindra-mahindra-launches-new-tractor/article1709725.ece,,
2016-03-25,"Consumers seek to buy milk from organised players, says Mahindra & Mahindra ",http://www.thehindubusinessline.com/news/consumers-seek-to-buy-milk-from-organised-players-says-mahindra-mahindra/article8397061.ece,,
2017-01-14,Tech Mahindra launches incubator for start-ups in Milton Keynes ,http://www.thehindubusinessline.com/info-tech/tech-mahindra-launches-incubator-for-startups-in-milton-keynes/article9481041.ece,,
2014-03-12,Tech Mahindra launches development centre for Alstom Transport,http://www.thehindubusinessline.com/companies/tech-mahindra-launches-development-centre-for-alstom-transport/article5776781.ece,,
2011-09-22,Mahindra Powerol to launch inverters in rural markets,http://www.thehindubusinessline.com/companies/mahindra-powerol-to-launch-inverters-in-rural-markets/article2476524.ece,,
2015-05-05,Kotak Mahindra Bank earnings: Solid overall performance,http://www.thehindubusinessline.com/money-and-banking/kotak-mahindra-bank-earnings-solid-overall-performance/article7173924.ece,,
2011-08-22,"Mahindra Satyam slapped Rs 2,114-cr income-tax notice",http://www.thehindubusinessline.com/info-tech/mahindra-satyam-slapped-rs-2114cr-incometax-notice/article2383825.ece,,
2013-07-23,UBS Fund Services inks deal with Tech Mahindra ,http://www.thehindubusinessline.com/info-tech/ubs-fund-services-inks-deal-with-tech-mahindra/article4944848.ece,,
2016-08-31,"Stocks in focus: UltraTech Cement, Kotak Mahindra Bank",http://www.thehindubusinessline.com/markets/stock-markets/stocks-in-focus-ultratech-cement-kotak-mahindra-bank/article9054610.ece,,
2016-05-27,Tech Mahindra to acquire UK-based Target Group ,http://www.thehindubusinessline.com/info-tech/tech-mahindra-to-acquire-ukbased-target-group/article8655870.ece,,
2013-05-16,Mahindra Satyam Q4 profit falls 15% on higher tax outgo,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-q4-profit-falls-15-on-higher-tax-outgo/article4720815.ece,,
2014-08-25,"Mahindra bullish on e-commerce, plans retail expansion",http://www.thehindubusinessline.com/companies/mahindra-bullish-on-ecommerce-plans-retail-expansion/article6349843.ece,,
2014-02-05,‘Accessible technology’ is Mahindra Group’s mantra,http://www.thehindubusinessline.com/companies/accessible-technology-is-mahindra-groups-mantra/article5657456.ece,,
2015-02-11,Mahindras eye stake in Pipavav Defence,http://www.thehindubusinessline.com/companies/mahindras-eye-stake-in-pipavav-defence/article6883331.ece,,
2014-03-04,Mahindra Naval Systems poised for geometric growth ,http://www.thehindubusinessline.com/companies/mahindra-naval-systems-poised-for-geometric-growth/article5750038.ece,,
2014-08-04,Tsubaki raises stake to 51% in Mahindra Conveyor Systems,http://www.thehindubusinessline.com/companies/tsubaki-acquires-51-stake-in-mahindra-conveyor-systems/article6280294.ece,,
2013-08-21,Mahindra World City to set up more integrated business cities,http://www.thehindubusinessline.com/news/real-estate/mahindra-world-city-to-set-up-more-integrated-business-cities/article5045517.ece,,
2017-08-04,Mahindra and Mahindra: Lacklustre show ,http://premium.thehindubusinessline.com/portfolio/news-analysis/mahindra-and-mahindra-lacklustre-show/article9802990.ece,,
2012-08-20,"Mahindra Satyam, Microsoft team up for motor vehicle solution",http://www.thehindubusinessline.com/info-tech/mahindra-satyam-microsoft-team-up-for-motor-vehicle-solution/article3799897.ece,,
2013-04-03,Mahindra to launch electric Verito within one year,http://www.thehindubusinessline.com/companies/mahindra-to-launch-electric-verito-within-one-year/article4577305.ece,,
2011-11-11,Mahindra Solar to commission 5-MW plant in Rajasthan soon,http://www.thehindubusinessline.com/companies/mahindra-solar-to-commission-5mw-plant-in-rajasthan-soon/article2618388.ece,,
2011-09-05,Mahindra to provide support vehicles for F1 ,http://www.thehindubusinessline.com/companies/mahindra-to-provide-support-vehicles-for-f1/article2426913.ece,,
2014-08-26,Tech Mahindra in talks to buy more firms: Anand Mahindra ,http://www.thehindubusinessline.com/info-tech/tech-mahindra-in-talks-to-buy-more-firms-anand-mahindra/article6353333.ece,,
2017-08-31,Mahindra Rural to go full steam on affordable housing finance ,http://www.thehindubusinessline.com/money-and-banking/mahindra-rural-to-go-full-steam-on-affordable-housing-finance/article9838642.ece,,
2011-06-22,Mahindra Satyam to set up 300-seat centre for Saab ,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-to-set-up-300seat-centre-for-saab/article2125984.ece,,
2015-01-30,Tech Mahindra confident despite 20% profit drop,http://www.thehindubusinessline.com/info-tech/tech-mahindra-confident-despite-20-profit-drop/article6839772.ece,,
2012-09-10,Mahindra Satyam health solution for US,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-health-solution-for-us/article3882174.ece,,
2012-02-23,AP High Court stays Mahindra Satyam attachment order,http://www.thehindubusinessline.com/info-tech/ap-high-court-stays-mahindra-satyam-attachment-order/article2924740.ece,,
2011-08-24,Mahindra Satyam begins intake of freshers in batches,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-begins-intake-of-freshers-in-batches/article2393661.ece,,
2017-05-11,‘The design concepts of a brand reflect its vision’,http://www.thehindubusinessline.com/specials/auto-focus/pininfarina-mahindra-group/article9693613.ece,,
2013-10-22,Mahindra Lifespace Q2 net down 18% at Rs 19.38 cr,http://www.thehindubusinessline.com/companies/mahindra-lifespace-q2-net-down-18-at-rs-1938-cr/article5261212.ece,,
2012-08-03,"Markets thumbs up for Mahindra Satyam, Tech M",http://www.thehindubusinessline.com/markets/stock-markets/markets-thumbs-up-for-mahindra-satyam-tech-m/article3721462.ece,,
2015-04-22,Tech Mahindra opens 4th centre in Philippines,http://www.thehindubusinessline.com/info-tech/tech-mahindra-opens-4th-centre-in-philippines/article7130173.ece,,
2012-10-23,JCB India to set up Rs 500 cr facility at Mahindra World City,http://www.thehindubusinessline.com/companies/jcb-india-to-set-up-rs-500-cr-facility-at-mahindra-world-city/article4025730.ece,,
2015-11-01,Mahindra posts 20% jump in October sales ,http://www.thehindubusinessline.com/companies/mahindra-posts-20-jump-in-october-sales/article7829856.ece,,
2016-07-01,BAE to make Howitzer guns in Faridabad with Mahindra ,http://www.thehindubusinessline.com/companies/bae-to-make-howitzer-guns-in-faridabad-with-mahindra/article8797950.ece,,
2015-02-16,Mahindra Susten aims to be $1 billion entity ,http://www.thehindubusinessline.com/companies/mahindra-susten-aims-to-be-1-billion-entity/article6901457.ece,,
2011-11-11,Mahindra Ugine to hive off steel unit to new arm,http://www.thehindubusinessline.com/companies/mahindra-ugine-to-hive-off-steel-unit-to-new-arm/article2617776.ece,,
2011-08-11,Mahindra Satyam defers induction of freshers,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-defers-induction-of-freshers/article2347678.ece,,
2017-09-05,Mahindra Industrial Park inks agreement with Tangedco,http://www.thehindubusinessline.com/news/mahindra-industrial-park-inks-agreement-with-tangedco/article9846495.ece,,
2016-04-08,"Mahindra AMC to focus on rural, semi-urban markets",http://www.thehindubusinessline.com/markets/mahindra-amc-to-focus-on-rural-semiurban-markets/article8451252.ece,,
2015-11-17,Mahindra World City Jaipur expands customer base,http://www.thehindubusinessline.com/news/national/mahindra-world-city-jaipur-expands-customer-base/article7887993.ece,,
2014-02-25,"Tech Mahindra, Sierra Wireless join hands for M2M solutions ",http://www.thehindubusinessline.com/info-tech/tech-mahindra-sierra-wireless-join-hands-for-m2m-solutions/article5725554.ece,,
2013-11-06,Mahindra launches entry level XUV 500 at Rs 10.95 lakh,http://www.thehindubusinessline.com/companies/mahindra-launches-entry-level-xuv-500-at-rs-1095-lakh/article5321029.ece,,
2016-03-22,Mahindra new SUV NuvoSport launch in April ,http://www.thehindubusinessline.com/companies/mahindra-new-suv-nuvosport-launch-in-april/article8385708.ece,,
2016-07-25,Mahindra & Mahindra plans two-pronged strategy to fuel growth ,http://www.thehindubusinessline.com/companies/mahindra-mahindra-plans-twopronged-strategy-to-fuel-growth/article8898013.ece,,
2016-08-24,Mahindra Adventure to set up second off-road training facility,http://www.thehindubusinessline.com/companies/mahindra-adventure-to-set-up-second-offroad-training-facility/article9026902.ece,,
2011-12-15,Mahindra raises prices across models by up to 3%,http://www.thehindubusinessline.com/companies/mahindra-raises-prices-across-models-by-up-to-3/article2716809.ece,,
2012-04-15,FIIs’ holding in Mahindra Satyam crosses 20% mark,http://www.thehindubusinessline.com/info-tech/fiis-holding-in-mahindra-satyam-crosses-20-mark/article3317448.ece,,
2016-06-17,Mahindra & Mahindra Finance ready to cash in on monsoon demand,http://www.thehindubusinessline.com/money-and-banking/mahindra-mahindra-finance-ready-to-cash-in-on-monsoon-demand/article8742127.ece,,
2012-01-30,Mahindra Lifespace Q3 standalone PAT rises 40% to Rs 39.5 cr ,http://www.thehindubusinessline.com/companies/mahindra-lifespace-q3-standalone-pat-rises-40-to-rs-395-cr/article2844980.ece,,
2013-08-29,"Kotak Mahindra Bank to hire 2,000 this fiscal",http://www.thehindubusinessline.com/money-and-banking/kotak-mahindra-bank-to-hire-2000-this-fiscal/article5072155.ece,,
2014-04-28,Anand Mahindra appointed to US-India Business Council board,http://www.thehindubusinessline.com/news/national/anand-mahindra-appointed-to-usindia-business-council-board/article5956234.ece,,
2014-05-06,M&M unveils ‘Mahindra 575’ for puddling operations,http://www.thehindubusinessline.com/companies/mm-unveils-mahindra-575-for-puddling-operations/article5982513.ece,,
2013-01-18,M&M Financial Services net rises 29% in Q3,http://www.thehindubusinessline.com/companies/mm-financial-services-net-rises-29-in-q3/article4319733.ece,,
2013-12-05,Pink Mahindra City,http://www.thehindubusinessline.com/news/variety/pink-mahindra-city/article5422088.ece,,
2016-04-22,Mahindra joins EP100 campaign to double its energy productivity,http://www.thehindubusinessline.com/companies/mahindra-becomes-first-indian-company-to-join-ep100-campaign/article8507968.ece,,
2015-03-11,Tech Mahindra rises on nod for bonus issue,http://www.thehindubusinessline.com/markets/stock-markets/tech-mahindra-rises-on-nod-for-bonus-issue/article6982963.ece,,
2017-01-01,Tech Mahindra: Booted for growth,http://premium.thehindubusinessline.com/portfolio/firm-calls/tech-mahindra-booted-for-growth/article9453768.ece,,
2012-01-11,Quality assurance services from Mahindra Satyam ,http://www.thehindubusinessline.com/info-tech/quality-assurance-services-from-mahindra-satyam/article2793298.ece,,
2013-03-27,"TCS, Wipro, Mahindra eye Rs 200-cr ‘debt tribunal’ deal",http://www.thehindubusinessline.com/info-tech/tcs-wipro-mahindra-eye-rs-200cr-debt-tribunal-deal/article4554899.ece,,
2013-11-05,Mahindra expanding rural footprint for motorcycle sales,http://www.thehindubusinessline.com/companies/mahindra-expanding-rural-footprint-for-motorcycle-sales/article5317931.ece,,
2013-10-30,Airtel Bangladesh signs managed VAS agreement with Mahindra Comviva,http://www.thehindubusinessline.com/info-tech/airtel-bangladesh-signs-managed-vas-agreement-with-mahindra-comviva/article5296981.ece,,
2015-12-03,Mahindra conducts raids of counterfeit spare parts in Hyderabad,http://www.thehindubusinessline.com/companies/mahindra-conducts-raids-of-counterfeit-spare-parts-in-hyderabad/article7945539.ece,,
2013-08-29,Competition Commission okays Mahindra-CIE deal,http://www.thehindubusinessline.com/companies/competition-commission-okays-mahindracie-deal/article5071841.ece,,
2016-02-02,Tech Mahindra falls on weak earnings,http://www.thehindubusinessline.com/markets/stock-markets/tech-mahindra-falls-on-weak-earnings/article8182691.ece,,
2014-01-22,Mahindra Financial net falls 18% in Dec quarter,http://www.thehindubusinessline.com/money-and-banking/mahindra-financial-net-falls-18-in-dec-quarter/article5606146.ece,,
2016-02-17,Mahindra to make Howitzer parts for BAE Systems ,http://www.thehindubusinessline.com/companies/mahindra-to-make-howitzer-parts-for-bae-systems/article8249412.ece,,
2016-08-08,Mahindra launches 4 varieties of dal under NuPro,http://www.thehindubusinessline.com/economy/agri-business/mahindra-launches-4-varieties-of-dal-under-nupro-brand/article8960372.ece,,
2016-01-19,Mahindra enters compact car segment with KUV100,http://www.thehindubusinessline.com/companies/mahindra-enters-compact-car-segment-with-kuv100/article8124414.ece,,
2013-07-26,Mahindra Lifespace forms joint venture with StanChart arm,http://www.thehindubusinessline.com/companies/mahindra-lifespace-forms-joint-venture-with-stanchart-arm/article4955519.ece,,
2013-06-13,"CollabNet, Mahindra IT tie up for cloud services",http://www.thehindubusinessline.com/info-tech/collabnet-mahindra-it-tie-up-for-cloud-services/article4810144.ece,,
2011-09-15,Mahindra Navistar mulls new engine ,http://www.thehindubusinessline.com/companies/mahindra-navistar-mulls-new-engine/article2456171.ece,,
2012-03-21,"Tech Mahindra, Satyam merger ratio fixed at 2:17 ",http://www.thehindubusinessline.com/info-tech/tech-mahindra-satyam-merger-ratio-fixed-at-217/article3019671.ece,,
2013-12-12,Mahindra to increase vehicle prices by up to 2% from January ,http://www.thehindubusinessline.com/companies/mahindra-to-increase-vehicle-prices-by-up-to-2-from-january/article5451937.ece,,
2016-01-01,Mahindra tractor sales up 3% in Dec ,http://www.thehindubusinessline.com/companies/mahindra-tractor-sales-up-3-in-dec/article8054559.ece,,
2012-02-28,Mahindra Steel launches stampings facility near Pune,http://www.thehindubusinessline.com/companies/mahindra-steel-launches-stampings-facility-near-pune/article2942160.ece,,
2013-05-20,"Aspect Software names Tech Mahindra channel partner for Asia, Africa, ",http://www.thehindubusinessline.com/info-tech/aspect-software-names-tech-mahindra-channel-partner-for-asia-africa/article4733046.ece,,
2012-05-17,Mahindra Satyam Q4 income up but wary of global headwinds ,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-q4-income-up-but-wary-of-global-headwinds/article3429470.ece,,
2012-03-08,Mahindra Satyam buys global operations of vCustomer ,http://www.thehindubusinessline.com/companies/mahindra-satyam-buys-global-operations-of-vcustomer/article2973273.ece,,
2013-12-13,"Vineet Nayyar, LIC cut stakes in Tech Mahindra",http://www.thehindubusinessline.com/markets/stock-markets/vineet-nayyar-lic-cut-stakes-in-tech-mahindra/article5456506.ece,,
2016-10-03,Kotak Mahindra Bank buys BSS Microfinance,http://www.thehindubusinessline.com/specials/emerging-entrepreneurs/kotak-mahindra-bank-buys-bss-microfinance/article9180806.ece,,
2015-03-05,Tech Mahindra opens office in Vietnam,http://www.thehindubusinessline.com/info-tech/tech-mahindra-opens-office-in-vietnam/article6962497.ece,,
2012-09-03,Tech Mahindra to announce strategic move today,http://www.thehindubusinessline.com/info-tech/tech-mahindra-to-announce-strategic-move-today/article3855105.ece,,
2014-11-20,"Kotak Bank acquires ING Vysya for ₹15,000 crore ",http://www.thehindubusinessline.com/money-and-banking/kotak-mahindra-board-okays-merger-of-ing-vysya-bank/article6618345.ece,,
2013-03-18,Mahindra goes ‘electric’ with e2o priced at Rs 6 lakh,http://www.thehindubusinessline.com/companies/mahindra-goes-electric-with-e2o-priced-at-rs-6-lakh/article4522408.ece,,
2012-08-15,Former customers coming back to us: Mahindra Satyam ,http://www.thehindubusinessline.com/info-tech/former-customers-coming-back-to-us-mahindra-satyam/article3774748.ece,,
2017-07-01,"M&M sales decline 8% at 35,716 units in June ",http://www.thehindubusinessline.com/companies/mahindra-sales-dip-8-pc-at-35716-units-in-june/article9744619.ece,,
2011-01-30,M&M Financial Services: Buy,http://premium.thehindubusinessline.com/portfolio/firm-calls/mm-financial-services-buy/article1137800.ece,,
2016-02-07,Tech Mahindra: A bet on inorganic growth,http://premium.thehindubusinessline.com/portfolio/tech-mahindra-a-bet-on-inorganic-growth/article8206196.ece,,
2015-05-25,Mahindra unveils new XUV500 at Rs 11.21 lakh,http://www.thehindubusinessline.com/companies/mahindra-unveils-new-xuv500-at-rs-1121-lakh/article7244039.ece,,
2011-10-14,Mahindra Satyam can deposit nominee directors' salaries in Treasury: CLB,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-can-deposit-nominee-directors-salaries-in-treasury-clb/article2537017.ece,,
2016-03-23,"Mahindra plans to ship heavy, light trucks to Africa ",http://www.thehindubusinessline.com/companies/mahindra-plans-to-ship-heavy-light-trucks-to-africa/article8389856.ece,,
2015-01-21,Kotak Mahindra shares gain on hike in FII limit,http://www.thehindubusinessline.com/markets/stock-markets/kotak-mahindra-shares-gain-on-hike-in-fii-limit/article6807863.ece,,
2012-05-17,Mahindra Satyam partners FirstCarbon Solutions,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-partners-firstcarbon-solutions/article3428037.ece,,
2015-10-27,Mahindra Holidays profit rises to Rs 29 cr in Q2,http://www.thehindubusinessline.com/companies/mahindra-holidays-profit-rises-to-rs-29-cr-in-q2/article7810316.ece,,
2015-11-26,Mahindra conducts raids against fake auto spares in Pune,http://www.thehindubusinessline.com/companies/mahindra-conducts-raids-against-fake-auto-spares-in-pune/article7919385.ece,,
2011-04-27,"Mahindra Satyam to hire 12,000 laterals this year ",http://www.thehindubusinessline.com/info-tech/mahindra-satyam-to-hire-12000-laterals-this-year/article1774065.ece,,
2016-08-23,Mahindra aims to double pre-owned car biz this year,http://www.thehindubusinessline.com/companies/mahindra-aims-to-double-preowned-car-biz-this-year/article9022430.ece,,
2015-09-25,Tech Mahindra to make cars smarter than missiles,http://www.thehindubusinessline.com/info-tech/tech-mahindra-to-make-cars-smarter-than-missiles/article7689708.ece,,
2013-06-25,“There was a risk element attached to the Mahindra Satyam name’’ ,http://www.thehindubusinessline.com/info-tech/there-was-a-risk-element-attached-to-the-mahindra-satyam-name/article4850354.ece,,
2014-12-15,All our staff in Sydney are safe: Tech Mahindra,http://www.thehindubusinessline.com/info-tech/all-our-staff-in-sydney-are-safe-tech-mahindra/article6693716.ece,,
2011-04-30,Mahindra Lifespace Developers: Buy,http://www.thehindubusinessline.com/markets/stock-markets/mahindra-lifespace-developers-buy/article1981154.ece,,
2012-09-17,Tech Mahindra buys 51% stake in Bharti’s Comviva ,http://www.thehindubusinessline.com/info-tech/tech-mahindra-buys-51-stake-in-bhartis-comviva/article3906690.ece,,
2012-06-19,Mahindra Satyam opens delivery centre in N. America ,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-opens-delivery-centre-in-n-america/article3547372.ece,,
2011-08-09,Mahindra Satyam clocks Rs 225-cr profit in Q1,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-clocks-rs-225cr-profit-in-q1/article2340451.ece,,
2011-03-10,Tech Mahindra opens new development centre in Germany,http://www.thehindubusinessline.com/info-tech/tech-mahindra-opens-new-development-centre-in-germany/article1526330.ece,,
2011-02-03,Anand Mahindra wins IMC Juran medal,http://www.thehindubusinessline.com/economy/anand-mahindra-wins-imc-juran-medal/article1153345.ece,,
2015-04-20,GST will speed up movement of goods: Mahindra Logistics chief,http://www.thehindubusinessline.com/economy/logistics/gst-will-speed-up-movement-of-goods-mahindra-logistics-chief/article7123002.ece,,
2012-03-20,Mahindra Satyam-Tech Mahindra merger to be decided tomorrow,http://www.thehindubusinessline.com/info-tech/mahindra-satyamtech-mahindra-merger-to-be-decided-tomorrow/article3016666.ece,,
2016-01-24,Merger pays off : Kotak Mahindra Bank - Buy,http://premium.thehindubusinessline.com/portfolio/firm-calls/merger-pays-off-kotak-mahindra-bank-buy/article8148112.ece,,
2012-02-03,Rs 617-cr tax row: Attachment notice served on Mahindra Satyam ,http://www.thehindubusinessline.com/info-tech/rs-617cr-tax-row-attachment-notice-served-on-mahindra-satyam/article2856548.ece,,
2011-04-27, Mahindra launches Maxximo Mini Van,http://www.thehindubusinessline.com/companies/mahindra-launches-maxximo-mini-van/article1773714.ece,,
2016-10-28,"Stocks in focus: Inox Leisure, Glenmark Pharma, Tech Mahindra",http://www.thehindubusinessline.com/markets/stock-markets/tech-mahindra-shares-surge-over-7/article9280383.ece,,
2013-01-28,‘Kotak Mahindra group eyeing takeover targets in financial services sector’,http://www.thehindubusinessline.com/money-and-banking/kotak-mahindra-group-eyeing-takeover-targets-in-financial-services-sector/article4352991.ece,,
2011-08-25,Mahindra Satyam gets Oracle solution to ease integration with TechM ,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-gets-oracle-solution-to-ease-integration-with-techm/article2397023.ece,,
2013-02-15,Mahindra Satyam inducts Manoj Chugh as Global Head of Business Development,http://www.thehindubusinessline.com/info-tech/mahindra-satyam-inducts-manoj-chugh-as-global-head-of-business-development/article4419264.ece,,
