date,data,url,,
2012-03-07,Citigroup reiterates 'Buy' rating on IGL,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/citigroup-reiterates-buy-rating-on-igl/articleshow/12169772.cms,,
2014-08-04,Indraprastha Gas Ltd reports 30 per cent jump in Q1 profit,https://economictimes.indiatimes.com/markets/stocks/earnings/indraprastha-gas-ltd-reports-30-per-cent-jump-in-q1-profit/articleshow/39634731.cms,,
2016-12-16,IGL a good long-term bet despite higher valuation,https://economictimes.indiatimes.com/markets/stocks/news/igl-a-good-long-term-bet-despite-higher-valuation/articleshow/56013611.cms,,
2011-10-19,Indraprastha Gas Q2 net up 16.5% at Rs 77.22 cr,https://economictimes.indiatimes.com/news/news-by-company/earnings/earnings-news/indraprastha-gas-q2-net-up-165-at-rs-7722-cr/articleshow/10417495.cms,,
2013-04-04,SC defers Indraprastha Gas vs PNGRB hearing, stock down,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/sc-defers-indraprastha-gas-vs-pngrb-hearing-stock-down/articleshow/19377601.cms,
2017-02-10,IGL hits 52-week high on Q3 show, likely curbs on pet coke bonus for co,https://economictimes.indiatimes.com/markets/stocks/news/igl-hits-52-week-high-on-q3-show-likely-curbs-on-pet-coke-bonus-for-co/articleshow/57074295.cms,
2013-08-06,IGL committed to providing PNG to all technically feasible areas of Delhi: M Veerappa Moily,https://economictimes.indiatimes.com/industry/energy/oil-gas/igl-committed-to-providing-png-to-all-technically-feasible-areas-of-delhi-m-veerappa-moily/articleshow/21650601.cms,,
2016-05-17,Neutral on Indraprastha Gas with a target at Rs 582: Motilal Oswal,https://economictimes.indiatimes.com/markets/stocks/recos/neutral-on-indraprastha-gas-with-a-target-at-rs-582-motilal-oswal/articleshow/52306416.cms,,
2011-05-18,Buy Indraprastha Gas as a defensive: Gopinath Natarajan,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-indraprastha-gas-as-a-defensive-gopinath-natarajan/articleshow/8411709.cms,,
2012-06-01,Indraprastha Gas gains ahead of Delhi High Court verdict,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/indraprastha-gas-gains-ahead-of-delhi-high-court-verdict/articleshow/13699066.cms,,
2012-07-25,Petroleum and natural gas regulator moves SC against Indraprastha gas,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/petroleum-and-natural-gas-regulator-moves-sc-against-indraprastha-gas/articleshow/15142565.cms,,
2013-12-16,See robust volume growth returning to IGL in FY15: Amit Khurana,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/see-robust-volume-growth-returning-to-igl-in-fy15-amit-khurana/articleshow/27472816.cms,,
2011-09-14,Expect 20-22% volume growth next year: IGL,https://economictimes.indiatimes.com/opinion/interviews/expect-20-22-volume-growth-next-year-igl/articleshow/9981036.cms,,
2015-01-05,Buy Indraprastha Gas Ltd with a target Rs 486: Sandeep Wagle,https://economictimes.indiatimes.com/markets/stocks/recos/buy-indraprastha-gas-ltd-with-a-target-rs-486-sandeep-wagle/articleshow/45757443.cms,,
2014-08-28,IGL eyes more city gas firms for growth via acquisitions,https://economictimes.indiatimes.com/industry/energy/oil-gas/igl-eyes-more-city-gas-firms-for-growth-via-acquisitions/articleshow/41081388.cms,,
2014-11-26,Buy Indraprastha Gas Limited with a target of Rs 456: Ashwani Gujral,https://economictimes.indiatimes.com/markets/stocks/recos/buy-indraprastha-gas-limited-with-a-target-of-rs-456-ashwani-gujral/articleshow/45282889.cms,,
2016-01-11,Buy IGL if valuations are fair: Anand Tandon,https://economictimes.indiatimes.com/markets/stocks/recos/buy-igl-if-valuations-are-fair-anand-tandon/articleshow/50532432.cms,,
2012-06-01,"Delhi High Court favours IGL, says PNGRB has no power to regulate tariff",https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/delhi-high-court-favours-igl-says-pngrb-has-no-power-to-regulate-tariff/articleshow/13705512.cms,,
2016-07-29,"Buy Indraprastha Gas, target Rs 677:  Shrikant Chouhan",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indraprastha-gas-target-rs-677-shrikant-chouhan/articleshow/53445568.cms,,
2013-12-27,IGL rallies nearly 4% on CNG gas price hike by Rs 4.5/kg,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/igl-rallies-nearly-4-on-cng-gas-price-hike-by-rs-45/kg/articleshow/27998521.cms,,
2011-06-10,Indraprastha Gas questions petroleum regulator’s move sans board strength,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/indraprastha-gas-questions-petroleum-regulators-move-sans-board-strength/articleshow/8796519.cms,,
2014-02-03,"CNG prices cut by 30% in Delhi, Indraprastha Gas rallies 2.5%",https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/cng-prices-cut-by-30-in-delhi-indraprastha-gas-rallies-25/articleshow/29811911.cms,,
2011-11-17,Sell IGL with a stop at about 415: Mitesh Thacker,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/sell-igl-with-a-stop-at-about-415-mitesh-thacker/articleshow/10768045.cms,,
2011-07-05,Will continue to build 35 to 40 stations every year: Rajesh Vedvyas Indraprastha Gas Limited,https://economictimes.indiatimes.com/opinion/interviews/will-continue-to-build-35-to-40-stations-every-year-rajesh-vedvyas-indraprastha-gas-limited/articleshow/9113234.cms,,
2015-03-31,Indraprastha Gas to cut CNG price in NCR,https://economictimes.indiatimes.com/industry/energy/oil-gas/indraprastha-gas-to-cut-cng-price-in-ncr/articleshow/46761940.cms,,
2013-01-16,K K Gupta takes over as IGL Chairman,https://economictimes.indiatimes.com/news/news-by-company/corporate-announcement/k-k-gupta-takes-over-as-igl-chairman/articleshow/18049216.cms,,
2012-04-11,IGL stock has absorbed the PNGRB blow: Prakash Diwan,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/igl-stock-has-absorbed-the-pngrb-blow-prakash-diwan/articleshow/12619587.cms,,
2011-08-15,Indraprastha Gas Ltd to hike CNG prices by 0.20/kg in NCR at midnight tonight,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/indraprastha-gas-ltd-to-hike-cng-prices-by-020/kg-in-ncr-at-midnight-tonight/articleshow/9613678.cms,,
2011-08-19,Buy Indraprastha Gas and SpiceJet: CK Narayan,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-indraprastha-gas-and-spicejet-ck-narayan/articleshow/9660122.cms,,
2013-09-02,Indraprastha Gas to invest Rs 400 crore in network expansion across India,https://economictimes.indiatimes.com/industry/energy/oil-gas/indraprastha-gas-to-invest-rs-400-crore-in-network-expansion-across-india/articleshow/22227740.cms,,
2012-04-10,"PNGRB slashes network tariff on piped cooking gas, CNG charged by IGL",https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/pngrb-slashes-network-tariff-on-piped-cooking-gas-cng-charged-by-igl/articleshow/12609718.cms,,
2015-10-13,Buy Indraprastha Gas with a target of Rs 482: Prakash Gaba,https://economictimes.indiatimes.com/markets/stocks/recos/buy-indraprastha-gas-with-a-target-of-rs-482-prakash-gaba/articleshow/49334401.cms,,
2012-04-10,Sentiment not very healthy for IGL: Deven Choksey,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/sentiment-not-very-healthy-for-igl-deven-choksey/articleshow/12606432.cms,,
2013-12-27,CNG rate increase due to court orders: IGL,https://economictimes.indiatimes.com/industry/energy/oil-gas/cng-rate-increase-due-to-court-orders-igl/articleshow/28004966.cms,,
2015-09-15,Federal Bank appoints new Executive Director from HDFC Bank,https://economictimes.indiatimes.com/industry/banking/finance/banking/federal-bank-appoints-new-executive-director-from-hdfc-bank/articleshow/48972542.cms,,
2012-04-10,Gas regulator asks IGL to cut tariff in Delhi,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/gas-regulator-asks-igl-to-cut-tariff-in-delhi/articleshow/12608581.cms,,
2015-07-13,IGL raises stake in MGNL to 50 per cent,https://economictimes.indiatimes.com/markets/stocks/news/igl-raises-stake-in-mgnl-to-50-per-cent/articleshow/48054111.cms,,
2017-01-02,"Buy  Indraprastha Gas, target Rs  934  :   Mandar Jamsandekar",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indraprastha-gas-target-rs-934-mandar-jamsandekar/articleshow/56288991.cms,,
2012-06-06,Buy Indraprastha Gas with a stop loss of 228: Deepak Mohoni,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-indraprastha-gas-with-a-stop-loss-of-228-deepak-mohoni/articleshow/13863749.cms,,
2015-07-01,Indraprastha Gas surges as SC rejects PNGRB's plea,https://economictimes.indiatimes.com/markets/stocks/news/indraprastha-gas-surges-as-sc-rejects-pngrbs-plea/articleshow/47891066.cms,,
2013-06-25,Weak rupee forces Indraprastha Gas Ltd to raise CNG prices,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/weak-rupee-forces-indraprastha-gas-ltd-to-raise-cng-prices/articleshow/20752999.cms,,
2012-04-10,"IGL, GAIL hit 52-week low on tariff cut fears",https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/igl-gail-hit-52-week-low-on-tariff-cut-fears/articleshow/12606412.cms,,
2012-05-03,"IGL v/s PNGRB case adjourned again, will go to appellate tribunal",https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/igl-v/s-pngrb-case-adjourned-again-will-go-to-appellate-tribunal/articleshow/12981096.cms,,
2016-12-16,Indraprastha Gas OI jumps as Nomura raises price target,https://economictimes.indiatimes.com/markets/stocks/news/indraprastha-gas-oi-jumps-as-nomura-raises-price-target/articleshow/56013558.cms,,
2011-01-10,Positive on IGL: Deepak Mohoni,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/positive-on-igl-deepak-mohoni/articleshow/7251965.cms,,
2012-04-11,Brokers' call: HSBC downgrades IGL,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/brokers-call-hsbc-downgrades-igl/articleshow/12617108.cms,,
2012-04-11,PNGRB order on Indraprastha Gas: Oil & Gas sector facing higher regulatory risk,https://economictimes.indiatimes.com/markets/regulation/pngrb-order-on-indraprastha-gas-oil-gas-sector-facing-higher-regulatory-risk/articleshow/12617184.cms,,
2012-03-27,"Large industrial house sells Gail, IGL holdings",https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/large-industrial-house-sells-gail-igl-holdings/articleshow/12420585.cms,,
2015-05-07,IGL provides one lakh domestic gas connections,https://economictimes.indiatimes.com/industry/energy/oil-gas/igl-provides-one-lakh-domestic-gas-connections/articleshow/47188906.cms,,
2016-01-27,Buy IGL with a target of Rs 600: Mitesh Thacker,https://economictimes.indiatimes.com/markets/stocks/recos/buy-igl-with-a-target-of-rs-600-mitesh-thacker/articleshow/50737133.cms,,
2012-06-01,IGL may bounce back to Rs 300 levels in pullback rally: Analysts,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/igl-may-bounce-back-to-rs-300-levels-in-pullback-rally-analysts/articleshow/13704394.cms,,
2014-03-25,IGL awards outsourcing contract to Navigant Technologies,https://economictimes.indiatimes.com/industry/energy/oil-gas/igl-awards-outsourcing-contract-to-navigant-technologies/articleshow/32667139.cms,,
2016-08-10,"Buy Indraprastha Gas Ltd., target Rs 741.0 :  Citigroup",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indraprastha-gas-ltd-target-rs-7410-citigroup/articleshow/53630879.cms,,
2016-02-29,But IGL with a target of Rs 530: Dr CK Narayan,https://economictimes.indiatimes.com/markets/stocks/recos/but-igl-with-a-target-of-rs-530-dr-ck-narayan/articleshow/51184558.cms,,
2016-08-22,IGL net profit jumps 44% to Rs 148 crore in June quarter,https://economictimes.indiatimes.com/markets/stocks/earnings/igl-net-profit-jumps-44-to-rs-148-crore-in-june-quarter/articleshow/53810271.cms,,
2012-07-28,Indraprastha Gas April-June quarter net up 6% at Rs 85.05 crore,https://economictimes.indiatimes.com/news/news-by-company/earnings/earnings-news/indraprastha-gas-april-june-quarter-net-up-6-at-rs-8505-crore/articleshow/15235046.cms,,
2013-12-02,"Dealing room buzz: Arvind, Bank of Baroda, Unitech, M&M, IGL",https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/dealing-room-buzz-arvind-bank-of-baroda-unitech-mm-igl/articleshow/26732778.cms,,
2013-08-12,Indraprastha Gas Ltd's Q1 net profit up 3%,https://economictimes.indiatimes.com/news/news-by-company/earnings/earnings-news/indraprastha-gas-ltds-q1-net-profit-up-3/articleshow/21779373.cms,,
2012-01-16,IGL to have good support at 300: Ashwani Gujral,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/igl-to-have-good-support-at-300-ashwani-gujral/articleshow/11511107.cms,,
2011-09-29,"Petronet, IGL better stocks than GAIL: Ashwani Gujral",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/petronet-igl-better-stocks-than-gail-ashwani-gujral/articleshow/10167204.cms,,
2012-04-10,Avoid getting into Indraprastha Gas: Rajat Bose,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/avoid-getting-into-indraprastha-gas-rajat-bose/articleshow/12608530.cms,,
2013-08-29,Would not like to add IGL into the portfolio: Deven Choksey,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/would-not-like-to-add-igl-into-the-portfolio-deven-choksey/articleshow/22139070.cms,,
2012-06-05,"Wait and Watch for IGL: Deven Choksey, KR Choksey Securities",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/wait-and-watch-for-igl-deven-choksey-kr-choksey-securities/articleshow/13840844.cms,,
2012-12-03,Rajesh Chaturvedi takes over as Director (Commercial) at IGL,https://economictimes.indiatimes.com/news/psu-press-releases/rajesh-chaturvedi-takes-over-as-director-commercial-at-igl/articleshow/17466095.cms,,
2011-05-11,Buy Indraprastha Gas and Zee Entertainment: Deepak Mohoni,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-indraprastha-gas-and-zee-entertainment-deepak-mohoni/articleshow/8240681.cms,,
2014-11-17,Indraprastha Gas gets government backing over power to fix transport tariff in Delhi,https://economictimes.indiatimes.com/industry/energy/oil-gas/indraprastha-gas-gets-government-backing-over-power-to-fix-transport-tariff-in-delhi/articleshow/45171812.cms,,
2016-04-05,Buy IGL with a target at Rs 660: D K Aggarwal,https://economictimes.indiatimes.com/markets/stocks/recos/buy-igl-with-a-target-at-rs-660-d-k-aggarwal/articleshow/51696267.cms,,
2013-04-22,Narendra Kumar takes over as IGL Managing Director,https://economictimes.indiatimes.com/news/news-by-company/corporate-announcement/narendra-kumar-takes-over-as-igl-managing-director/articleshow/19675946.cms,,
2012-04-19,"IGL dips ahead of hearing on PNGRB order, stock down 2%",https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/igl-dips-ahead-of-hearing-on-pngrb-order-stock-down-2/articleshow/12728422.cms,,
2012-03-07,Markets may not be able to absorb further price hikes: IGL,https://economictimes.indiatimes.com/opinion/interviews/markets-may-not-be-able-to-absorb-further-price-hikes-igl/articleshow/12175891.cms,,
2011-09-27,Sell Indraprastha Gas as it is in short term declining trend: Mitesh Thacker,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/sell-indraprastha-gas-as-it-is-in-short-term-declining-trend-mitesh-thacker/articleshow/10136866.cms,,
2012-06-01,"IGL wins favorable verdict as Delhi HC quashes PNGRB order, stock up 33%",https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/igl-wins-favorable-verdict-as-delhi-hc-quashes-pngrb-order-stock-up-33/articleshow/13701976.cms,,
2014-09-04,"Petronet, IGL, GAIL witnessing re-evaluation: Prakash Diwan",https://economictimes.indiatimes.com/markets/stocks/recos/petronet-igl-gail-witnessing-re-evaluation-prakash-diwan/articleshow/41698958.cms,,
2015-02-09,M Ravindran takes over as Chairman of Indraprastha Gas Ltd,https://economictimes.indiatimes.com/industry/energy/oil-gas/m-ravindran-takes-over-as-chairman-of-indraprastha-gas-ltd/articleshow/46176995.cms,,
2014-12-03,"Betting on IGL; buy OMCs whenever they correct: Neeraj Deewan, Quantum Securities",https://economictimes.indiatimes.com/markets/stocks/recos/betting-on-igl-buy-omcs-whenever-they-correct-neeraj-deewan-quantum-securities/articleshow/45360242.cms,,
2014-09-13,Indraprastha Gas Ltd takes snapshots of meter readings to curb under-reporting,https://economictimes.indiatimes.com/industry/energy/oil-gas/indraprastha-gas-ltd-takes-snapshots-of-meter-readings-to-curb-under-reporting/articleshow/42392212.cms,,
2017-08-15,IGL expects Rs 150 crore annual revenue from Gurgaon city gas services,https://economictimes.indiatimes.com/industry/energy/oil-gas/igl-expects-rs-150-cr-annual-revenue-from-gurgaon-city-gas-services/articleshow/60064533.cms,,
2015-12-28,IGL to issue stickers to CNG certified cars from tomorrow: Gopal Rai,https://economictimes.indiatimes.com/news/politics-and-nation/igl-to-issue-stickers-to-cng-certified-cars-from-tomorrow-gopal-rai/articleshow/50359019.cms,,
2011-06-10,Indraprastha Gas questions petroleum regulator’s move sans board strength, stock up,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/indraprastha-gas-questions-petroleum-regulators-move-sans-board-strength-stock-up/articleshow/8798048.cms,
2014-05-04,"Indraprastha Gas Ltd raises prices of CNG, PNG",https://economictimes.indiatimes.com/industry/auto/news/industry/indraprastha-gas-ltd-raises-prices-of-cng-png/articleshow/34629514.cms,,
2012-06-21,Indraprastha Gas: FY 12 Performance stays strong,https://economictimes.indiatimes.com/markets/stocks/earnings/indraprastha-gas-fy-12-performance-stays-strong/articleshow/14324930.cms,,
2017-03-16,"Sell  Indraprastha Gas, target Rs  1005  :   Reliance Securities",https://economictimes.indiatimes.com/markets/stocks/recos/sell-indraprastha-gas-target-rs-1005-reliance-securities/articleshow/57665549.cms,,
2013-04-06,"Reliance Communications, IGL look promising, CIL to be rangebound: Sandeep Wagle",https://economictimes.indiatimes.com/opinion/interviews/reliance-communications-igl-look-promising-cil-to-be-rangebound-sandeep-wagle/articleshow/19412707.cms,,
2012-03-09,Essar Oil in tie-up with Indraprastha Gas for CNG dispensing facilities,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/essar-oil-in-tie-up-with-indraprastha-gas-for-cng-dispensing-facilities/articleshow/12198035.cms,,
2011-08-19,"Buy Voltas, TCS, Infosys and IGL for long term: Ashwani Gujral",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-voltas-tcs-infosys-and-igl-for-long-term-ashwani-gujral/articleshow/9661166.cms,,
2014-01-15,IGL to increase CNG price by 10 per kg from April,https://economictimes.indiatimes.com/industry/energy/oil-gas/igl-to-increase-cng-price-by-10-per-kg-from-april/articleshow/28809972.cms,,
2011-09-20,GAIL has underperformed, look at IGL & Petronet: Ashwani Gujral,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/gail-has-underperformed-look-at-igl-petronet-ashwani-gujral/articleshow/10050167.cms,
2011-08-29,"IOC, Gail India and Indraprastha Gas Ltd allege foul play in city gas distribution bid by private cos",https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/ioc-gail-india-and-indraprastha-gas-ltd-allege-foul-play-in-city-gas-distribution-bid-by-private-cos/articleshow/9776460.cms,,
2016-05-13,IGL profit rises 12% in January-March on high sale volume,https://economictimes.indiatimes.com/markets/stocks/earnings/igl-profit-rises-12-in-january-march-on-high-sale-volume/articleshow/52259829.cms,,
2011-09-02,Indraprastha Gas Ltd hikes PNG price,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/indraprastha-gas-ltd-hikes-png-price/articleshow/9831139.cms,,
2015-11-07,IGL Q2 profit down 15%,https://economictimes.indiatimes.com/markets/stocks/earnings/igl-q2-profit-down-15/articleshow/49702876.cms,,
2012-01-11,Buy Indraprastha Gas: Mitesh Thacker,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-indraprastha-gas-mitesh-thacker/articleshow/11445408.cms,,
2015-09-07,Indraprastha Gas unleashes intense marketing campaign to add 3 lakh households in FY16,https://economictimes.indiatimes.com/industry/energy/oil-gas/indraprastha-gas-unleashes-intense-marketing-campaign-to-add-3-lakh-households-in-fy16/articleshow/48850477.cms,,
2017-02-16,Indraprastha Gas burns bright with high demand,https://economictimes.indiatimes.com/markets/stocks/news/indraprastha-gas-burns-bright-with-high-demand/articleshow/57182023.cms,,
2011-11-18,A sell call for IGL: Mitesh Thacker,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/a-sell-call-for-igl-mitesh-thacker/articleshow/10777911.cms,,
2017-09-06,"IGL, IOC-Adani, HPCL-Oil India set to win gas distribution licences",https://economictimes.indiatimes.com/industry/energy/oil-gas/igl-ioc-adani-hpcl-oil-india-set-to-win-gas-distribution-licences/articleshow/60383638.cms,,
2011-01-11,Indraprastha Gas set to gain substantially from capex,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/indraprastha-gas-set-to-gain-substantially-from-capex/articleshow/7256623.cms,,
2011-06-04,IGL to hike natural gas price by Rs 0.50/kg,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/igl-to-hike-natural-gas-price-by-rs-050/kg/articleshow/8723768.cms,,
2012-05-24,High court reserves its decision in IGL case against PNGRB,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/high-court-reserves-its-decision-in-igl-case-against-pngrb/articleshow/13450948.cms,,
2012-01-14,Do not sell IGL at current level: Sandeep Wagle,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/do-not-sell-igl-at-current-level-sandeep-wagle/articleshow/11485952.cms,,
2013-04-05,IGL rallies on rumours of out-of-court settlement with PNGRB,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/igl-rallies-on-rumours-of-out-of-court-settlement-with-pngrb/articleshow/19396713.cms,,
2012-08-10,SC notice to IGL on PNGRB plea over gas price,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/sc-notice-to-igl-on-pngrb-plea-over-gas-price/articleshow/15426663.cms,,
2014-10-31,"IGL decides not to revise retail price of CNG, PNG",https://economictimes.indiatimes.com/industry/energy/oil-gas/igl-decides-not-to-revise-retail-price-of-cng-png/articleshow/44998554.cms,,
2016-12-21,"Sell  Indraprastha Gas, target Rs  872  :   Microsec Capital Ltd",https://economictimes.indiatimes.com/markets/stocks/recos/sell-indraprastha-gas-target-rs-872-microsec-capital-ltd/articleshow/56098998.cms,,
2016-11-21,Sell  Indraprastha Gas Ltd.  with a target of Rs  625: Goldman Sachs,https://economictimes.indiatimes.com/markets/stocks/recos/sell-indraprastha-gas-ltd-with-a-target-of-rs-625-goldman-sachs/articleshow/55540385.cms,,
2014-11-27,Buy IGL with a target of Rs 473: Sandeep Wagle,https://economictimes.indiatimes.com/markets/stocks/recos/buy-igl-with-a-target-of-rs-473-sandeep-wagle/articleshow/45294885.cms,,
2012-12-24,Sell IGL Ltd with a target of Rs 239: Sandeep Wagle,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/sell-igl-ltd-with-a-target-of-rs-239-sandeep-wagle/articleshow/17739265.cms,,
2014-08-30,Indraprastha Gas likely to surge 19% on strong outlook,https://economictimes.indiatimes.com/markets/stocks/news/indraprastha-gas-likely-to-surge-19-on-strong-outlook/articleshow/41256617.cms,,
2015-02-12,Indraprastha Gas logs 21 per cent profit rise in December quarter,https://economictimes.indiatimes.com/markets/stocks/earnings/indraprastha-gas-logs-21-per-cent-profit-rise-in-december-quarter/articleshow/46218414.cms,,
2011-07-22,"Petronet LNG, IGL good momentum stocks: Deepak Mohoni",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/petronet-lng-igl-good-momentum-stocks-deepak-mohoni/articleshow/9322299.cms,,
2012-04-10,"No retrospective implementation of current order to IGL: L Mansingh, Ex-Chairman, PNGRB",https://economictimes.indiatimes.com/opinion/interviews/no-retrospective-implementation-of-current-order-to-igl-l-mansingh-ex-chairman-pngrb/articleshow/12609001.cms,,
2011-11-24,Indraprastha gas keen to buy BG's Mahanagar Gas Ltd stake,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/indraprastha-gas-keen-to-buy-bgs-mahanagar-gas-ltd-stake/articleshow/10850085.cms,,
2012-05-08,IGL challenges PNGRB's decision to slash CNG rate in Delhi,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/igl-challenges-pngrbs-decision-to-slash-cng-rate-in-delhi/articleshow/13052169.cms,,
2011-01-10,"Consumers can expect only marginal gas price hike: MD, IGL",https://economictimes.indiatimes.com/opinion/interviews/consumers-can-expect-only-marginal-gas-price-hike-md-igl/articleshow/7252163.cms,,
2013-01-03,IGL keen to buy ADB stake in Petronet LNG,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/igl-keen-to-buy-adb-stake-in-petronet-lng/articleshow/17871047.cms,,
2011-08-19,"Buy IGL: CK Narayan, Growth Avenues Asset Advisors",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-igl-ck-narayan-growth-avenues-asset-advisors/articleshow/9660117.cms,,
2014-07-28,Committee of Secretaries approves gas policy rejig, city gas firms like Indraprastha Gas to get priority,https://economictimes.indiatimes.com/industry/energy/oil-gas/committee-of-secretaries-approves-gas-policy-rejig-city-gas-firms-like-indraprastha-gas-to-get-priority/articleshow/39160198.cms,
2016-06-01,Indraprastha Gas Ltd appoints E S Ranganathan as Managing Director,https://economictimes.indiatimes.com/industry/energy/oil-gas/indraprastha-gas-ltd-appoints-e-s-ranganathan-as-managing-director/articleshow/52539154.cms,,
2012-06-04,IGL becomes a 'buy' if PNGRB doesn't move Supreme Court: Harshvardhan Dole,https://economictimes.indiatimes.com/opinion/interviews/igl-becomes-a-buy-if-pngrb-doesnt-move-supreme-court-harshvardhan-dole/articleshow/13805724.cms,,
2011-04-06,"BHEL, IGL, IVRCL and Yes Bank attractive stocks: Dilip Bhat, Prabhudas Lilladher",https://economictimes.indiatimes.com/opinion/interviews/bhel-igl-ivrcl-and-yes-bank-attractive-stocks-dilip-bhat-prabhudas-lilladher/articleshow/7882387.cms,,
2012-04-11,Indraprastha Gas Ltd shares tumble 33% on tariff cut order,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/indraprastha-gas-ltd-shares-tumble-33-on-tariff-cut-order/articleshow/12616407.cms,,
2015-12-14,IGL won't reap immediate benefits from shift to cleaner fuel: Deven Choksey,https://economictimes.indiatimes.com/markets/stocks/recos/igl-wont-reap-immediate-benefits-from-shift-to-cleaner-fuel-deven-choksey/articleshow/50169732.cms,,
2012-02-13,Indraprastha Gas is poised for growth and offers a good entry point,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/indraprastha-gas-is-poised-for-growth-and-offers-a-good-entry-point/articleshow/11848897.cms,,
2011-10-03,"Hiked price recently to pass on increase in input costs: Rajesh Ved Vyas, IGL",https://economictimes.indiatimes.com/opinion/interviews/hiked-price-recently-to-pass-on-increase-in-input-costs-rajesh-ved-vyas-igl/articleshow/10216809.cms,,
2011-04-21,Positive on Gujarat Gas and IGL in the oil & gas space: Amit Khurana,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/positive-on-gujarat-gas-and-igl-in-the-oil-gas-space-amit-khurana/articleshow/8044402.cms,,
2013-01-04,IGL announces revision in CNG price by 4% due to increase in overall input cost of natural gas,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/igl-announces-revision-in-cng-price-by-4-due-to-increase-in-overall-input-cost-of-natural-gas/articleshow/17891553.cms,,
2011-06-23,"Price adjustment for April-June quarter is over: Rajesh Vedvyas, IGL",https://economictimes.indiatimes.com/opinion/interviews/price-adjustment-for-april-june-quarter-is-over-rajesh-vedvyas-igl/articleshow/8962749.cms,,
2013-05-29,Indraprastha Gas to refuse filling CNG vehicles without compliance plates,https://economictimes.indiatimes.com/news/news-by-industry/energy/oil-gas/indraprastha-gas-to-refuse-filling-cng-vehicles-without-compliance-plates/articleshow/20332148.cms,,
