date,data,url,
2013-06-07,"Amazon seeks tie-up with local retailers like Future Group, Shoppers Stop to boost sales",https://economictimes.indiatimes.com/tech/internet/amazon-seeks-tie-up-with-local-retailers-like-future-group-shoppers-stop-to-boost-sales/articleshow/20469392.cms,
2016-09-22,Future Group acquires Sangam Direct chain of grocery stores,https://economictimes.indiatimes.com/industry/services/retail/future-group-acquires-sangam-direct-chain-of-grocery-stores/articleshow/54446956.cms,
2012-02-06,"Private labels owned by retailers such as Bharti Retail, Future Group outsell national brands in own stores",https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/private-labels-owned-by-retailers-such-as-bharti-retail-future-group-outsell-national-brands-in-own-stores/articleshow/11772449.cms,
2014-11-01,Future Group ties up with Tesco arm for customer data analysis,https://economictimes.indiatimes.com/industry/services/retail/future-group-ties-up-with-tesco-arm-for-customer-data-analysis/articleshow/44996273.cms,
2015-08-18,Future Group sign joint venture agreement with Swiss firm Mibelle,https://economictimes.indiatimes.com/industry/services/retail/future-group-sign-joint-venture-agreement-with-swiss-firm-mibelle/articleshow/48529214.cms,
2011-11-26,Domestic retailers not worried about foreign competition,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/fdi-in-retail-domestic-retailers-like-future-group-reliance-retail-and-others-not-worried-about-foreign-competition/articleshow/10870056.cms,
2016-11-14,Future Consumer to enter JV with UK wholesaler Booker Group,https://economictimes.indiatimes.com/industry/services/retail/future-consumer-to-enter-jv-with-uk-wholesaler-booker-group/articleshow/55419145.cms,
2013-08-29,"Why seek foreign partners when we can tap PE funds: Kishore Biyani, Future Group",https://economictimes.indiatimes.com/opinion/interviews/why-seek-foreign-partners-when-we-can-tap-pe-funds-kishore-biyani-future-group/articleshow/22129777.cms,
2013-03-26,"Plan to sell non-core assets and concentrate on retail business: Kishore Biyani, Future Group",https://economictimes.indiatimes.com/opinion/interviews/plan-to-sell-non-core-assets-and-concentrate-on-retail-business-kishore-biyani-future-group/articleshow/19213182.cms,
2013-06-08,"Indian retailers Future Group, Spencer's turn to FII, IPO routes as FDI option vanishes",https://economictimes.indiatimes.com/news/news-by-industry/services/retail/indian-retailers-future-group-spencers-turn-to-fii-ipo-routes-as-fdi-option-vanishes/articleshow/20485357.cms,
2014-09-04,"Walmart, Future Group, Reliance Retail and Aditya Birla Group explore options in truncated Andhra Pradesh",https://economictimes.indiatimes.com/industry/services/retail/walmart-future-group-reliance-retail-and-aditya-birla-group-explore-options-in-truncated-andhra-pradesh/articleshow/41648757.cms,
2011-11-21,"Kishore Biyani-promoted Future Group to exit Generali JV, sell stake to IITL",https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/kishore-biyani-promoted-future-group-to-exit-generali-jv-sell-stake-to-iitl/articleshow/10809429.cms,
2012-06-05,Future Group sells Future Capital Holdings to Warburg Pincus for Rs 800 cr,https://economictimes.indiatimes.com/news/news-by-industry/banking/finance/future-group-sells-future-capital-holdings-to-warburg-pincus-for-rs-800-cr/articleshow/13832093.cms,
2011-12-12,Future Group buys Transmart India warehousing business,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-buys-transmart-india-warehousing-business/articleshow/11075958.cms,
2012-06-01,Future Group ties up with L T Group,https://economictimes.indiatimes.com/news/news-by-company/corporate-announcement/future-group-ties-up-with-l-t-group/articleshow/13707188.cms,
2011-05-20,"Innovation at doorstep: Godrej, Future Group, Mirc spend time with consumers to design products to suit their needs",https://economictimes.indiatimes.com/news/news-by-company/corporate-trends/innovation-at-doorstep-godrej-future-group-mirc-spend-time-with-consumers-to-design-products-to-suit-their-needs/articleshow/8452572.cms,
2017-04-21,Future Group to sell its private labels through e-tail rivals,https://economictimes.indiatimes.com/industry/services/retail/future-group-to-sell-its-private-labels-through-e-tail-rivals/articleshow/58288378.cms,
2011-02-11,Future Group stalls Reckitt brands as FMCG slashes margins,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-stalls-reckitt-brands-as-fmcg-slashes-margins/articleshow/7472014.cms,
2012-02-14,Future Group redeploys its key executives,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-redeploys-its-key-executives/articleshow/11881086.cms,
2014-10-03,"Future Group brands may be sold through Amazon, logistics may be shared",https://economictimes.indiatimes.com/industry/services/retail/future-group-brands-may-be-sold-through-amazon-logistics-may-be-shared/articleshow/44143436.cms,
2015-03-17,Future Consumer Enterprise to raise Rs 100 crore through NCDs,https://economictimes.indiatimes.com/industry/services/retail/future-consumer-enterprise-to-raise-rs-100-crore-through-ncds/articleshow/46595791.cms,
2015-12-23,Kishore Biyani-led Future Consumer to consider FMCG distribution via franchisees,https://economictimes.indiatimes.com/industry/cons-products/fmcg/kishore-biyani-led-future-consumer-to-consider-fmcg-distribution-via-franchisees/articleshow/50293790.cms,
2011-07-07,Future Group to open 25-30 Big Bazaar outlets by June 2012,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-to-open-25-30-big-bazaar-outlets-by-june-2012/articleshow/9137691.cms,
2015-02-02,Kishore Biyani-promoted Future Group applies for payments bank licence,https://economictimes.indiatimes.com/industry/banking/finance/banking/kishore-biyani-promoted-future-group-applies-for-payments-bank-licence/articleshow/46094368.cms,
2014-04-14,Future Group to acquire Nilgiris for up to Rs 175 cr,https://economictimes.indiatimes.com/industry/services/retail/future-group-to-acquire-nilgiris-for-up-to-rs-175-cr/articleshow/33715792.cms,
2015-05-08,Future Group banking on analytics to battle e-commerce companies,https://economictimes.indiatimes.com/industry/services/retail/future-group-banking-on-analytics-to-battle-e-commerce-companies/articleshow/47196013.cms,
2012-02-13,Cognizant bags 5 year multi-million dollar IT outsourcing deal from Future Group,https://economictimes.indiatimes.com/tech/ites/cognizant-bags-5-year-multi-million-dollar-it-outsourcing-deal-from-future-group/articleshow/11870740.cms,
2013-04-25,Kishore Biyani Vs Mukesh Ambani: Relatively younger Reliance Retail is fast catching up on market leader Future Group,https://economictimes.indiatimes.com/news/news-by-company/corporate-trends/kishore-biyani-vs-mukesh-ambani-relatively-younger-reliance-retail-is-fast-catching-up-on-market-leader-future-group/articleshow/19717893.cms,
2011-12-20,Mistaken identity costs Future Group dear,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/mistaken-identity-costs-future-group-dear/articleshow/11173870.cms,
2013-05-14,CCI approves stake sale in Future Generali by Kishore Biyani-led Future Group,https://economictimes.indiatimes.com/news/news-by-company/corporate-trends/cci-approves-stake-sale-in-future-generali-by-kishore-biyani-led-future-group/articleshow/20050271.cms,
2011-10-02,Future Group eyes a bigger play in Indian education sector,https://economictimes.indiatimes.com/news/news-by-industry/services/education/future-group-eyes-a-bigger-play-in-indian-education-sector/articleshow/10204932.cms,
2017-02-24,Future Enterprises to redeem bonds to cut finance costs,https://economictimes.indiatimes.com/markets/stocks/news/future-enterprises-to-redeem-bonds-to-cut-finance-costs/articleshow/57326462.cms,
2017-03-18,Future Group to expand affordable fashion retail format,https://economictimes.indiatimes.com/industry/services/retail/future-group-to-expand-affordable-fashion-retail-format/articleshow/57710135.cms,
2014-01-22,Future Group plans 5% hiring target for differently abled workers,https://economictimes.indiatimes.com/industry/jobs/future-group-plans-5-hiring-target-for-differently-abled-workers/articleshow/29209604.cms,
2011-05-10,Future Group focussing on fashion and food to strengthen biz: Kishore Biyani,https://economictimes.indiatimes.com/opinion/interviews/future-group-focussing-on-fashion-and-food-to-strengthen-biz-kishore-biyani/articleshow/8215430.cms,
2011-10-28,"Punjabi pesarattus and masala fajitas: Heat and eat convenience foods becoming popular, says Damodar Mall, Future Group",https://economictimes.indiatimes.com/news/news-by-industry/cons-products/food/punjabi-pesarattus-and-masala-fajitas-heat-and-eat-convenience-foods-becoming-popular-says-damodar-mall-future-group/articleshow/10514215.cms,
2016-10-24,Procter & Gamble plans Walmart-like pact with Future Group,https://economictimes.indiatimes.com/news/company/deals/procter-gamble-plans-walmart-like-pact-with-future-group/articleshow/55027547.cms,
2017-04-19,"P&G, Future Group join hands to crack Indian retail puzzle",https://economictimes.indiatimes.com/news/company/deals/pg-future-group-join-hands-to-crack-indian-retail-puzzle/articleshow/58276608.cms,
2015-10-01,Future Group ropes in Vinay Bhatia to drive sales,https://economictimes.indiatimes.com/industry/services/retail/future-group-ropes-in-vinay-bhatia-to-drive-sales/articleshow/49179038.cms,
2012-09-20,Future Group buys convenience store chain Big Apple for Rs 62 crore,https://economictimes.indiatimes.com/news/news-by-industry/services/retail/future-group-buys-convenience-store-chain-big-apple-for-rs-62-crore/articleshow/16469657.cms,
2011-10-17,"Future Group kicks off rural wholesale, distribution venture",https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-kicks-off-rural-wholesale-distribution-venture/articleshow/10392265.cms,
2011-04-19,Future Group sets up joint venture with UK's Clarks footwear,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-sets-up-joint-venture-with-uks-clarks-footwear/articleshow/8026681.cms,
2012-07-20,Future Group tie up with National Skill Development for sustainable livelihood,https://economictimes.indiatimes.com/news/news-by-industry/jobs/future-group-tie-up-with-national-skill-development-for-sustainable-livelihood/articleshow/15055569.cms,
2013-04-04,"Future Group, CEOs JV buy majority stake in Staples",https://economictimes.indiatimes.com/news/news-by-industry/services/retail/future-group-ceos-jv-buy-majority-stake-in-staples/articleshow/19369238.cms,
2014-05-04,Future Group contemplating retailing private brands,https://economictimes.indiatimes.com/industry/services/retail/future-group-contemplating-retailing-private-brands/articleshow/34629824.cms,
2012-11-09,Kishore Biyani controlled Future Group mulls a separate entity,https://economictimes.indiatimes.com/news/news-by-industry/services/retail/kishore-biyani-controlled-future-group-mulls-a-separate-entity/articleshow/17158065.cms,
2015-07-07,Future Group launches 18-month course in design management with MISB Bocconi,https://economictimes.indiatimes.com/industry/services/education/future-group-launches-18-month-course-in-design-management-with-misb-bocconi/articleshow/47966013.cms,
2013-05-20,"Retailers like Future Group, RP-Sanjiv Goenka Group, Reliance adopting kirana-store model to push sales",https://economictimes.indiatimes.com/news/news-by-industry/services/retail/retailers-like-future-group-rp-sanjiv-goenka-group-reliance-adopting-kirana-store-model-to-push-sales/articleshow/20144221.cms,
2014-04-18,Future Group plans to expand fashion retail business,https://economictimes.indiatimes.com/industry/services/retail/future-group-plans-to-expand-fashion-retail-business/articleshow/33912205.cms,
2013-04-25,Future Group vs Reliance Retail: stories behind the numbers,https://economictimes.indiatimes.com/news/news-by-industry/services/retail/future-group-vs-reliance-retail-stories-behind-the-numbers/articleshow/19718322.cms,
2012-11-10,"Big retailers like Future Group, Mango plan to remove restrictions on carry bags despite rampant shoplifting",https://economictimes.indiatimes.com/news/news-by-industry/services/retail/big-retailers-like-future-group-mango-plan-to-remove-restrictions-on-carry-bags-despite-rampant-shoplifting/articleshow/17163442.cms,
2011-05-23,Kishore Biyani's Future Group enters elite gourmet retailing,https://economictimes.indiatimes.com/news/news-by-industry/cons-products/food/kishore-biyanis-future-group-enters-elite-gourmet-retailing/articleshow/8519205.cms,
2011-03-10,Future Group eyes Rs 18k cr rev from mobile telephony in 3 years,https://economictimes.indiatimes.com/news/news-by-industry/telecom/future-group-eyes-rs-18k-cr-rev-from-mobile-telephony-in-3-years/articleshow/7673475.cms,
2011-10-11,"What cos like Future Group, Piramal Healthcare, Dabur, PepsiCo, Nestle and others are doing to tap the Rs 30,000 crore slum economy",https://economictimes.indiatimes.com/news/news-by-company/corporate-trends/what-cos-like-future-group-piramal-healthcare-dabur-pepsico-nestle-and-others-are-doing-to-tap-the-rs-30000-crore-slum-economy/articleshow/10307850.cms,
2011-09-30,"10,000+ social media experts required as UB Group, LG Electronics, Canon, Future Group and others plan aggressive hiring",https://economictimes.indiatimes.com/news/news-by-industry/jobs/10000-social-media-experts-required-as-ub-group-lg-electronics-canon-future-group-and-others-plan-aggressive-hiring/articleshow/10177429.cms,
2016-04-26,"Future group, Anil Ambani companies are high-risk, high-return ideas: Amisha Vora, Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/expert-view/future-group-anil-ambani-companies-are-high-risk-high-return-ideas-amisha-vora-prabhudas-lilladher/articleshow/51989227.cms,
2016-02-03,Future Group opens 217th Big Bazaar outlet,https://economictimes.indiatimes.com/industry/services/retail/future-group-opens-217th-big-bazaar-outlet/articleshow/50835310.cms,
2016-03-04,"Future Group to sell few of its brands at rival Star Bazaar outlets, too",https://economictimes.indiatimes.com/industry/services/retail/future-group-to-sell-few-of-its-brands-at-rival-star-bazaar-outlets-too/articleshow/51248813.cms,
2013-09-04,Future Group in talks to sell its 65% stake in comic book company ACK Media,https://economictimes.indiatimes.com/industry/media/entertainment/future-group-in-talks-to-sell-its-65-stake-in-comic-book-company-ack-media/articleshow/22288022.cms,
2016-10-12,"Future Group targets online rivals like Flipkart, Amazon and Snapdeal in new campaign",https://economictimes.indiatimes.com/industry/services/retail/future-group-targets-online-rivals-like-flipkart-amazon-and-snapdeal-in-new-campaign/articleshow/54802173.cms,
2011-09-16,Future Group partners Himachal Pradesh government to promote brand ‘Himachal’,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-partners-himachal-pradesh-government-to-promote-brand-himachal/articleshow/10007266.cms,
2012-06-20,"Future Group to sell stake in Future Supply Chain, Staples Future",https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-to-sell-stake-in-future-supply-chain-staples-future/articleshow/14301689.cms,
2016-09-13,Future Enterprises Q1 net profit at Rs 315.48 cr,https://economictimes.indiatimes.com/markets/stocks/earnings/future-enterprises-q1-net-profit-at-rs-31548-cr/articleshow/54308594.cms,
2011-09-28,"Future Group, Spencer's, PepsiCo say contribution of bulk packs to total sales rising fast",https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-spencers-pepsico-say-contribution-of-bulk-packs-to-total-sales-rising-fast/articleshow/10147453.cms,
2012-05-24,Future Group buys rights to relaunch 'Hitkari' crockery,https://economictimes.indiatimes.com/news/news-by-industry/cons-products/durables/future-group-buys-rights-to-relaunch-hitkari-crockery/articleshow/13423380.cms,
2017-02-21,Future group joins hands with UK's Laura Ashley for selling its merchandise in India,https://economictimes.indiatimes.com/industry/services/retail/future-group-joins-hands-with-uks-laura-ashley-for-selling-its-merchandise-in-india/articleshow/57261716.cms,
2015-01-21,Future Group to seek payments bank licence,https://economictimes.indiatimes.com/industry/banking/finance/banking/future-group-to-seek-payments-bank-licence/articleshow/45960006.cms,
2016-02-24,German incubator Rocket Internet likely to sell online furniture retailer FabFurnish to Future Group,https://economictimes.indiatimes.com/industry/services/retail/german-incubator-rocket-internet-likely-to-sell-online-furniture-retailer-fabfurnish-to-future-group/articleshow/51114442.cms,
2013-01-11,Future Group to buy minority stake in footwear company Tresmode,https://economictimes.indiatimes.com/news/news-by-industry/cons-products/fashion-/-cosmetics-/-jewellery/future-group-to-buy-minority-stake-in-footwear-company-tresmode/articleshow/17975132.cms,
2011-04-01,"Future Group, NIIT to team up with NSDC",https://economictimes.indiatimes.com/news/news-by-industry/jobs/future-group-niit-to-team-up-with-nsdc/articleshow/7840952.cms,
2015-05-28,Future Group hires Jabong's fashion unit head Manjula Tiwari,https://economictimes.indiatimes.com/industry/services/retail/future-group-hires-jabongs-fashion-unit-head-manjula-tiwari/articleshow/47450328.cms,
2015-11-18,Can FMCG newbie Future Group take on biggies Britannia & Unilever?,https://economictimes.indiatimes.com/magazines/brand-equity/can-fmcg-newbie-future-group-take-on-biggies-britannia-unilever/articleshow/49815382.cms,
2011-09-21,Kishore Biyani led Future Group to rope in Japan's Lawson Inc as a partner,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/kishore-biyani-led-future-group-to-rope-in-japans-lawson-inc-as-a-partner/articleshow/10059095.cms,
2014-09-03,Future Group targets 20 per cent revenue from online sales,https://economictimes.indiatimes.com/industry/services/retail/future-group-targets-20-per-cent-revenue-from-online-sales/articleshow/41632900.cms,
2017-06-24,"Future Group to grow its fashion business to Rs 12,000 crore",https://economictimes.indiatimes.com/industry/services/retail/future-group-to-grow-its-fashion-business-to-rs-12000-crore/articleshow/59298960.cms,
2015-04-16,"Bharti Retail, Kishore Biyani-led Future Group mulling a joint future on retail front",https://economictimes.indiatimes.com/industry/services/retail/bharti-retail-kishore-biyani-led-future-group-mulling-a-joint-future-on-retail-front/articleshow/46938253.cms,
2015-10-09,Patanjali tieup lifts Future group stocks up to 20%,https://economictimes.indiatimes.com/markets/stocks/news/patanjali-tieup-lifts-future-group-stocks-up-to-20/articleshow/49285773.cms,
2015-12-25,"I am a retailer, will give what customers ask for: Kishore Biyani, Future Group CEO",https://economictimes.indiatimes.com/opinion/interviews/i-am-a-retailer-will-give-what-customers-ask-for-kishore-biyani-future-group-ceo/articleshow/50318239.cms,
2017-05-22,AION Capital in talks for stake in Future Group Holding Co,https://economictimes.indiatimes.com/industry/banking/finance/aion-capital-in-talks-for-stake-in-future-group-holding-co/articleshow/58780487.cms,
2015-08-21,Future Group firm sells 2.02% stake in Pantaloons,https://economictimes.indiatimes.com/industry/services/retail/future-group-firm-sells-202-stake-in-pantaloons/articleshow/48582966.cms,
2014-10-13,Amazon and Future Group ink deal to sell goods online, starting with apparel,https://economictimes.indiatimes.com/industry/services/retail/amazon-and-future-group-ink-deal-to-sell-goods-online-starting-with-apparel/articleshow/44795627.cms
2016-04-06,Future Group completes all-cash transaction to buy online furniture retailer FabFurnish,https://economictimes.indiatimes.com/industry/services/retail/future-group-completes-all-cash-transaction-to-buy-online-furniture-retailer-fabfurnish/articleshow/51706491.cms,
2014-09-24,Kishore Biyani-led Future Group looks at acquiring cold-storage company to drive food business,https://economictimes.indiatimes.com/industry/cons-products/food/kishore-biyani-led-future-group-looks-at-acquiring-cold-storage-company-to-drive-food-business/articleshow/43321153.cms,
2012-06-26,Future Group puts on hold unit's stake sale to Lawson,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-puts-on-hold-units-stake-sale-to-lawson/articleshow/14397974.cms,
2012-12-24,"Global retailers have a long-term view of the Indian market: Kishore Biyani, Future Group",https://economictimes.indiatimes.com/opinion/interviews/global-retailers-have-a-long-term-view-of-the-indian-market-kishore-biyani-future-group/articleshow/17741693.cms,
2017-02-06,"Talking stock: Hold Allahabad Bank and Future Enterprises, sell India Cements",https://economictimes.indiatimes.com/markets/stocks/news/talking-stock-hold-allahabad-bank-and-future-enterprises-sell-india-cements/articleshow/56996692.cms,
2012-01-12,"Focus on delivering 25-26% growth for next couple of years: Rakesh Biyani, Future Group",https://economictimes.indiatimes.com/opinion/interviews/focus-on-delivering-25-26-growth-for-next-couple-of-years-rakesh-biyani-future-group/articleshow/11462177.cms,
2017-09-12,Indiabulls Real Estate gains on acquiring Gurugram land,https://economictimes.indiatimes.com/markets/stocks/news/indiabulls-real-estate-gains-on-acquiring-gurugram-land/articleshow/60473624.cms,
2015-12-27,"Future Consumer Enterprise to raise Rs 368 crore from PE, promoters",https://economictimes.indiatimes.com/industry/cons-products/food/future-consumer-enterprise-to-raise-rs-368-crore-from-pe-promoters/articleshow/50341985.cms,
2013-11-20,Kishore Biyani's Future Group in talks with Actis Capital to buy supermarket chain Nilgiris,https://economictimes.indiatimes.com/industry/services/retail/kishore-biyanis-future-group-in-talks-with-actis-capital-to-buy-supermarket-chain-nilgiris/articleshow/26061095.cms,
2011-05-22,Future Group forays into premium foods category,https://economictimes.indiatimes.com/news/news-by-industry/services/retailing/future-group-forays-into-premium-foods-category/articleshow/8505912.cms,
2012-11-13,"Diwali: Big retailers like Shoppers Stop, Future Group join bash as sales match pre-slowdown days",https://economictimes.indiatimes.com/news/news-by-industry/services/retail/diwali-big-retailers-like-shoppers-stop-future-group-join-bash-as-sales-match-pre-slowdown-days/articleshow/17200586.cms,
2016-09-19,Future Group in talks to buy Heritage Foods’ retail division,https://economictimes.indiatimes.com/industry/services/retail/future-group-in-talks-to-buy-heritage-foods-retail-division/articleshow/54398527.cms,
2017-01-04,Future Group partners with Cognizant for FMCG arm FCL,https://economictimes.indiatimes.com/tech/ites/future-group-partners-with-cognizant-for-fmcg-arm-fcl/articleshow/56330561.cms,
2015-12-10,Future Consumer jumps 10% after block deals,https://economictimes.indiatimes.com/markets/stocks/news/future-consumer-jumps-10-after-block-deals/articleshow/50117288.cms,
2014-05-02,"Future Group, Arvind Brands, Adidas to cut down on offer days, discounts as sales dip substantially",https://economictimes.indiatimes.com/industry/services/retail/future-group-arvind-brands-adidas-to-cut-down-on-offer-days-discounts-as-sales-dip-substantially/articleshow/34510796.cms,
2016-09-29,"Buy  Indiabulls Real Estate,  target Rs 105: Kunal Bothra",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indiabulls-real-estate-target-rs-105-kunal-bothra/articleshow/54576276.cms,
2015-02-02,Future Group seeks payments bank licence, IDFC to partner,https://economictimes.indiatimes.com/industry/services/retail/future-group-seeks-payments-bank-licence-idfc-to-partner/articleshow/46099592.cms
2015-10-09,Buy Future Consumer Enterprises with a target of Rs 21: Ashwani Gujral,https://economictimes.indiatimes.com/markets/stocks/recos/buy-future-consumer-enterprises-with-a-target-of-rs-21-ashwani-gujral/articleshow/49281931.cms,
2015-09-16,"Future Group to launch mobile wallet, says Kishore Biyani",https://economictimes.indiatimes.com/industry/services/retail/future-group-to-launch-mobile-wallet-says-kishore-biyani/articleshow/48989229.cms,
2016-03-30,"New marketplace norms to ensure level playing field: Kishore Biyani, Future Group",https://economictimes.indiatimes.com/opinion/interviews/new-marketplace-norms-to-ensure-level-playing-field-kishore-biyani-future-group/articleshow/51607728.cms,
2014-10-19,"Adani, ITC, Future Group and others apply for 17 food parks",https://economictimes.indiatimes.com/news/economy/infrastructure/adani-itc-future-group-and-others-apply-for-17-food-parks/articleshow/44875414.cms,
2013-02-02,French apparel company Celio seeks to take control of JV with Future Group,https://economictimes.indiatimes.com/news/news-by-industry/cons-products/garments-/-textiles/french-apparel-company-celio-seeks-to-take-control-of-jv-with-future-group/articleshow/18301933.cms,
2014-11-20,"Peeved with Google's selling policy, big retailers like Croma, Future Group and others refuse to sell Android One smartphones",https://economictimes.indiatimes.com/industry/services/retail/peeved-with-googles-selling-policy-big-retailers-like-croma-future-group-and-others-refuse-to-sell-android-one-smartphones/articleshow/45210445.cms,
2015-06-22,Indiabulls Real Estate soars 30% on promoter funding plan,https://economictimes.indiatimes.com/markets/stocks/news/indiabulls-real-estate-soars-30-on-promoter-funding-plan/articleshow/47771110.cms,
2016-09-29,Buy  Indiabulls Real Estate Ltd.  with a target of Rs  95: Geojit BNP Paribas Financial Services,https://economictimes.indiatimes.com/markets/stocks/recos/buy-indiabulls-real-estate-ltd-with-a-target-of-rs-95-geojit-bnp-paribas-financial-services/articleshow/54581524.cms,
2016-07-04,"Race to acquire fashion portal Jabong hots up; Alibaba, Future Group and Myntra top bidders",https://economictimes.indiatimes.com/small-biz/startups/race-to-acquire-fashion-portal-jabong-hots-up-alibaba-future-group-and-myntra-top-bidders/articleshow/53036796.cms,
2016-06-22,Future group partners Bajaj Finance to launch pre-approved store card,https://economictimes.indiatimes.com/industry/services/retail/future-group-partners-bajaj-finance-to-launch-pre-approved-store-card/articleshow/52859705.cms,
2011-09-22,Indiabulls Real Estate looks weak and has broken an important trend line: Mitesh Thacker,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/indiabulls-real-estate-looks-weak-and-has-broken-an-important-trend-line-mitesh-thacker/articleshow/10078498.cms,
2016-08-02,CARE Ratings reaffirms credit rating of Indiabulls Real Estate,https://economictimes.indiatimes.com/markets/stocks/news/care-ratings-reaffirms-credit-rating-of-indiabulls-real-estate/articleshow/53509294.cms,
2011-06-01,"Buy Andhra Bank, Indiabulls Real Estate and Larsen & Toubro: Deepak Mohoni",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-andhra-bank-indiabulls-real-estate-and-larsen-toubro-deepak-mohoni/articleshow/8677456.cms,
2013-04-28,"Indiabulls Real Estate sales bookings up 51 pc at Rs 3,002 cr",https://economictimes.indiatimes.com/wealth/news/indiabulls-real-estate-sales-bookings-up-51-pc-at-rs-3002-cr/articleshow/19765380.cms,
2016-01-28,Kishore Biyani's Future Consumer raises Rs 300 crore from Black River,https://economictimes.indiatimes.com/industry/cons-products/food/kishore-biyanis-future-consumer-raises-rs-300-crore-from-black-river/articleshow/50753969.cms,
2015-08-20,Kishore Biyani’s Future Group to manage overall public distribution system and ration shops in Rajasthan,https://economictimes.indiatimes.com/industry/services/retail/kishore-biyanis-future-group-to-manage-overall-public-distribution-system-and-ration-shops-in-rajasthan/articleshow/48549205.cms,
2014-10-13,Indiabulls Real Estate expected to perform better in the coming quarters,https://economictimes.indiatimes.com/markets/stocks/news/indiabulls-real-estate-expected-to-perform-better-in-the-coming-quarters/articleshow/44782348.cms,
2012-10-19,Buy IndiaBulls Real Estate with a price target of Rs 70: Ashwani Gujral,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-indiabulls-real-estate-with-a-price-target-of-rs-70-ashwani-gujral/articleshow/16874211.cms,
2017-09-27,Market Now: Nifty Realty index extends gains, IB Real Estate up 3%,https://economictimes.indiatimes.com/markets/stocks/news/market-now-nifty-realty-index-extends-gains-ib-real-estate-up-3/articleshow/60851121.cms
2015-06-27,​Indiabulls Real Estate surges over 35% this week, more upside likely: Mitesh Thacker,https://economictimes.indiatimes.com/opinion/interviews/indiabulls-real-estate-surges-over-35-this-week-more-upside-likely-mitesh-thacker/articleshow/47840385.cms
2016-10-11,Fitch affirms Indiabulls Real Estate at 'B+', outlook stable,https://economictimes.indiatimes.com/markets/stocks/news/fitch-affirms-indiabulls-real-estate-at-b-outlook-stable/articleshow/54793601.cms
2017-05-21,"I make mistakes but never phenomenal ones, says Future Group Chairman Kishore Biyani",https://economictimes.indiatimes.com/opinion/interviews/i-make-mistakes-but-never-phenomenal-ones-says-future-group-chairman-kishore-biyani/articleshow/58769474.cms,
2016-12-05,Future Enterprises slumps 4% on Q2 net loss,https://economictimes.indiatimes.com/markets/stocks/news/future-enterprises-slumps-4-on-q2-net-loss/articleshow/55806135.cms,
2017-01-12,Future Group shows ‘future’istic way of doing discount sale,https://economictimes.indiatimes.com/industry/services/retail/future-group-shows-futureistic-way-of-doing-discount-sale/articleshow/56487582.cms,
2016-03-04,Indiabulls Real Estate to raise Rs 300 crore via debentures,https://economictimes.indiatimes.com/markets/bonds/indiabulls-real-estate-to-raise-rs-300-crore-via-debentures/articleshow/51258862.cms,
2016-05-05,Indiabulls Real Estate rallies as firm hikes stake in Singapore biz,https://economictimes.indiatimes.com/markets/stocks/news/indiabulls-real-estate-rallies-as-firm-hikes-stake-in-singapore-biz/articleshow/52118680.cms,
2017-08-24,Buy  Indiabulls Real Estate target Rs  247:   Manas Jaiswal,https://economictimes.indiatimes.com/markets/stocks/recos/buy-indiabulls-real-estate-target-rs-247-manas-jaiswal/articleshow/60202350.cms,
2015-09-23,Supertech raises Rs 100 crore from Indiabulls Real Estate,https://economictimes.indiatimes.com/wealth/news/supertech-raises-rs-100-crore-from-indiabulls-real-estate/articleshow/49072412.cms,
2016-01-21,Indiabulls Real Estate October-December net profit up 2.1 per cent at 80.44 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/indiabulls-real-estate-october-december-net-profit-up-21-per-cent-at-8044-crore/articleshow/50672106.cms,
2015-10-14,Indiabulls Real Estate looks to sell 40% in London property,https://economictimes.indiatimes.com/wealth/news/indiabulls-real-estate-looks-to-sell-40-in-london-property/articleshow/49344683.cms,
2017-09-29,Market Now: BSE Realty top sectoral gainer, IB Real Estate surges 6%,https://economictimes.indiatimes.com/markets/stocks/news/market-now-bse-realty-top-sectoral-gainer-ib-real-estate-surges-6/articleshow/60880547.cms
2016-04-25,Indiabulls Real Estate Q4 net down 37.6%,https://economictimes.indiatimes.com/markets/stocks/earnings/indiabulls-real-estate-q4-net-down-376/articleshow/51978972.cms,
